,author,album,title,lyrics
119,Joaquín Sabina,Física y química,La Del Pirata Cojo,"No soy un fulano
Con la lágrima fácil
De esos que se quejan sólo por vicio
Si la vida se deja yo le meto mano
Y si no aún me excita mi oficio
Y como además sale gratis soñar
Y no creo en la reencarnación
Con un poco de imaginación
Partiré de viaje enseguida
A vivir otras vidas
A probarme otros nombres
A colarme en el traje y la piel
De todos los hombres
Que nunca seré:

Al Caponne en Chicago,
Legionario en Melilla
Pintor en Montparnase
Mercader en Damasco,
Costalero en Sevilla
Negro en Nueva Orleans
Viejo verde en Sodoma
Deportado en Siberia,
Sultán en un harén
¿Policía? ni en broma,
Triunfador de la feria
Gitanito en Jerez
Tahur en Montecarlo,
Cigarrillo en tu boca
Taxista en Nueva York
El más chulo del barrio
Tiro porque me toca
Suspenso en religión
Confesor de la reina,
Banderillero en Cádiz,
Tabernero en Dublín
Comunista en las Vegas
Ahogado en el Titanic
Flautista en Hammelin

Pero si me dan a elegir
Entre todas las vidas, yo escojo
La del pirata cojo
Con pata de palo
Con parche en el ojo
Con cara de malo
El viejo truhan, capitán
De un barco que tuviera
Por bandera
Un par de tibias y una calavera

Billarista a tres bandas
Insumiso en el cielo
Dueño de un cabaret
Arañazo en tu espalda
Tenor en Rigoletto,
Pianista de un burdel
Bongosero en La Habana
Casanova en Venecia
Anciano en Shangri La
Polizón en tu cama
Vocalista de orquesta
Mejor tiempo en Le Mans
Cronista de sucesos
Detective en apuros
Conservado en alcohol
Violador en tu sueños
Suicida en el viaducto
Guapo en un culebrón
Morfinómano en China
Desertor en la guerra
Boxeador en Detroit
Cazador en la India
Marinero en Marsella
Fotógrafo en Play-Boy

Pero si me dan a elegir
Entre todas las vidas, yo escojo
La del pirata cojo
Con pata de palo
Con parche en el ojo
Con cara de malo
El viejo truhan, capitán
De un barco que tuviera
Por bandera
Un par de tibias y una calavera"
120,Joaquín Sabina,Lo Niego Todo,Lágrimas de Mármol,
121,Joaquín Sabina,Dímelo en la calle,Lágrimas De Plástico Azul,
122,Joaquín Sabina,Lo Niego Todo,Las Noches de Domingo Acaban Mal,
123,Joaquín Sabina,La Sonrisa de Krahe,La tormenta,"[Letra de ""La tormenta""]

Yo tuve un gran amor durante un chaparrón
Y sentí aquella vez tan profunda pasión
Que ahora el buen tiempo me da asco
Cuando el cielo está azul no lo puedo ni ver
Que se nuble ya el sol, que se ponga a llover
Que caiga pronto otro chubasco

Confirmando el refrán una noche de Abril
La tormenta estalló, mi vecina febril
Asustada con tanto trueno
Brincó en un santiamén del lecho en camisón
Y se vino hacía mí pidiendo protección
–Auxílieme usted, sea bueno–

–Ábrame por piedad, estoy sola y no sé
Si podré resistir, mi marido se fue
Pues, tiene entre otros muchos fallos
Que en las noches así abandona el hogar
Por la triste razón de que va a trabajar:
Es vendedor de pararrayos–

Bendiciendo al genial Franklin por su invención
En mis brazos le di curso a su petición
Y luego el amor hizo el resto
Mira tú que instalar pararrayos por ahí
Y olvidarte poner en tu casa ¡caray!
Cometiste un error funesto

Varias horas después cuando al fin escampó
Ella se hubo de ir pero antes me citó
Para la próxima tormenta
–Mi esposo va a llegar y si en casa no estoy
Se me va a constipar, así que ya me voy
A secarle la cornamenta–

Desde entonces jamás he dejado el balcón
No hago más que poner la máxima atención
En cirros, cúmulos y estratos
La menor nube gris me colma de placer
Aunque a decir verdad sé que no han de volver
Tan torrenciales arrebatos

A base de vender palillos de metal
Su marido reunió un pingüe capital
Y se hizo multimillonario
A vivir la llevó a un imbécil país
Donde si se oye llover será porque haga pis
Algún niño del vecindario

Ojalá mi canción llegue al Sahara aquél
A decirle que yo le seré siempre fiel
Que lo llevo dentro del alma
Y aunque sople el simún con seca realidad
Un día nos reunirá una gran tempestad
Tras la que no vendrá la calma"
124,Joaquín Sabina,Lo Niego Todo,Leningrado,
125,Joaquín Sabina,El hombre del traje gris,Locos de atar,
126,Joaquín Sabina,Lo Niego Todo,Lo Niego Todo,"[Letra de ""Lo Niego Todo""]

Ni ángel con alas negras
Ni profeta del vicio
Ni héroe en las barricadas
Ni ocupa, ni esquirol
Ni rey de los suburbios
Ni flor del precipicio
Ni cantante de orquesta
Ni el Dylan español

Ni el abajo firmante
Ni vendedor de humo
Ni juglar del asfalto
Ni rojo de salón
Ni escondo la pasión
Ni la perfumo
Ni he quemado mis naves
Ni sé pedir perdón

Lo niego todo
Aquellos polvos y estos lodos
Lo niego todo
Incluso la verdad

La leyenda del suicida
Y la del bala perdida
La del santo beodo
Si me cuentas mi vida
Lo niego todo

El tiburón de Hacienda
Confiscador de bienes
Me ha cerrado la tienda
Me ha robado el mes de abril

Si es para hacerme daño
Sé lo que me conviene
He defraudado a todos
Empezando por mi

Ni soy un libro abierto
Ni quien tu te imaginas
Lloro con las más cursis
Películas de amor

Me echaron de los bares
Que usaba de oficina
Y una venus latina
Me dio la extremaunción

Lo niego todo
Aquellos polvos y estos lodos
Lo niego todo
Incluso la verdad

La leyenda del suicida
Y la del bala perdida
La del santo de oro
Si me cuentas mi vida
Lo niego todo

Lo niego todo
Aquellos polvos y estos lodos
Lo niego todo
Incluso la verdad

La leyenda del suicida
Y la del bala perdida
La del santo de oro
Si me cuentas mi vida
Lo niego todo"
127,Joaquín Sabina,La Sonrisa de Krahe,Lo quise tanto,"[Letra de ""Lo quise tanto""]

Lo quise tanto que lo odiaba a veces
Porque era tan mejor que me borraba
Multiplicó mis panes y mis peces
Y temprano acabó lo que se daba

Me quedé con el ruido, él con las nueces
Yo con el mal menor, él con las bravas
Ambos contra la gola de los jueces
Hasta en el paraíso cuecen habas

Ejercí de escudero de su arte
Él me trataba como al pijoaparte
Amaba ser Caín si yo era Abel

Cada cual a su forma y a su modo
Compartimos Buñueles contra Nodos
Nunca tendré un compadre como él"
128,Joaquín Sabina,Física y química,Los Cuentos Que Yo Cuento,"No le ofreció la luna
Le dijo sólo ""quédate
Conmigo no hay fortuna
Que valga el corazón que te daré""

Ella dudó un momento
Y luego contesto que sí
""Pero sin juramentos
Que no vas a saber después cumplir""

""Y si de verdad me amas
No habrá casorio ¿para qué?
Con dos en una cama
Sobran testigos, cura y juez""

""Y viviremos lejos
Del trafico y la polución
Mejor llegar a viejos
A la sombra de algún sauce llorón""

Le regaló un anillo
De quita y pon, que unen sin atar
Y levantó un castillo
De arena fina junto al mar...

Sus dos hijos dudaron
Entre en dinero y el saber
Llamaron al primero
Caín y al Benjamín Abel

Lo leí, lo soñé
Lo viví, lo inventé
Mi cuento de momento empieza bien

A Abel lo liquidaron
Y el crimen nunca se aclaró
Apenas se quedaron
Solos ya Caín y su ambición

Montaron un negocio
En el terrenito de papá
Menudo par de socios
Caín Demoliciones, S.A

Hicieron del castillo
Un bodrio de urbanización
Aquel edén sencillo
Se llama ahora Nueva York

Los dos viejos se hospedan
En un hogar de la tercera edad
El hijo que les queda
Les manda mazapán por Navidad

Lo conté tal cual fue
¿Cómo haré? que al final
Los cuentos que yo cuento acaban tan mal

Do re mi, mi fa sol, fa sol la
Los cuentos que yo cuento acaban fatal
No soy yo, obladí, obladá
Los cuentos que yo cuento acaban so bad
Te has pasao', colorín, colorao'
El cuento que yo cuento se ha acabao'"
129,Joaquín Sabina,El hombre del traje gris,Los perros del amanecer,
130,Joaquín Sabina,Malas compañías,Manual para héroes o canallas,"Aprender a reirse torvamente
A mirar de reojo en los bautizos
A negar el asiento a las señoras
A orinar dibujando circulitos
Aprender a fruncir el entrecejo
A enfadar a las monjas y a los niños
A poner zancadilla al guardia urbano
A escupir sin piedad sin piedad por un colmillo

Preferir la navaja a la pistola
El vino peleón al jerez fino
El infame pañuelo a la corbata
Una venus de Murcia a la de Milo

Aprender a cortar la cabeza
A vestir negro luto los domingos
A decir palabrotas en los trenes
A jugar el parchis con los bandidos
Apurar los licores del fracaso
Trasladarse a vivir al barrio chino
Propagar mil rumores alarmantes
Aprender a ser malo y fugitivo"
131,Joaquín Sabina,Esta boca es mía,Más de cien mentiras,"Tenemos memoria, tenemos amigos
Tenemos los trenes, la risa, los bares
Tenemos la duda y la fe, sumo y sigo
Tenemos moteles, garitos, alteres

Tenemos urgencias, amores que matan
Tenemos silencio, tabaco, razones
Tenemos Venecia, tenemos Manhattan
Tenemos cenizas de revoluciones

Tenemos zapatos, orgullo, presente
Tenemos costumbres, pudores, jadeos
Tenemos la boca, tenemos los dientes
Saliva, cinismo, locura, deseo

Tenemos el sexo y el rock y la droga
Los pies en el barrio, y el grito en el cielo
Tenemos Quintero, León y Quiroga
Y un bisnes pendiente con Pedro Botero

Más de cien palabras, más de cien motivos
Para no cortarse de un tajo las venas
Más de cien pupilas donde vernos vivos
Más de cien mentiras que valen la pena

Tenemos un as escondido en la manga
Tenemos nostalgia, piedad, insolencia
Monjas de Fellini, curas de Berlanga
Veneno, resaca, perfume, violencia

Tenemos un techo con libros y besos
Tenemos el morbo, los celos, la sangre
Tenemos la niebla metida en los huesos
Tenemos el lujo de no tener hambre

Tenemos talones de Aquiles sin fondos
Ropa de domingo, ninguna bandera
Nubes de verano, guerras de Macondo
Setas en noviembre, fiebre de primavera

Glorietas, revistas, zaguanes, pistolas
Que importa, lo siento, hastasiempre, te quiero
Hinchas del atleti, gángsters de Coppola
Verónica y cuarto de Curro Romero

(Estribillo)
Tenemos el mal de la melancolía
La sed y la rabia, el ruido y las nueces
Tenemos el agua y, dos veces al día
El santo milagro del pan y los peces

Tenemos lolitas, tenemos donjuanes;
Lennon y McCartney, Gardel y LePera;
Tenemos horóscopos, Biblias, Coranes
Ramblas en la luna, vírgenes de cera

Tenemos naufragios soñados en playas
De islotes son nombre ni ley ni rutina
Tenemos heridas, tenemos medallas
Laureles de gloria, coronas de espinas

(Estribillo)
Tenemos caprichos, muñecas hinchables
Ángeles caídos, barquitos de vela
Pobre exquisitos, ricos miserables
Ratoncitos Pérez, dolores de muelas

Tenemos proyectos que se marchitaron
Crímenes perfectos que no cometimos
Retratos de novias que nos olvidaron
Y un alma en oferta que nunca vendimos

Tenemos poetas, colgados, canallas
Quijotes y Sanchos, Babel y Sodoma
Abuelos que siempre ganaban batallas
Caminos que nunca llevaban a Roma

(Estribillo)"
132,Joaquín Sabina,500 Noches para una Crisis (En Directo),Mas de Cien Mentiras (Directo),
133,Joaquín Sabina,Alivio de luto,Máter España,"Máter España
De barba peregrina
Que falta a misa de doce
Que no conoce rutina
Masona, judía, cristiana
Pagana y moruna
Máter España
Más guapa que ninguna

Madrastra España
A la hora de la siesta
La puta que se enamora
La fruta que se indigesta
Que al filo de la cucaña
Mira pa otro lado
Bendita España
De Azañas y Machados

Cómplice España
Tormento redentor
Perejil, Ceuta y Melilla
Cotos de caza menor
Catalán, galego, euskera
Lacandón, Castilla
Tópica España
Fibra óptica y ladillas

Huérfana España
Raíces y cimientos
Epidemias, cicatrices
Blasfemias y sacramentos
¿por quién doblan las campanas?
San Fermín en vena
La de Triana
Contra la Macarena

Judas España
Del mus y del café
Al Andalus, Malasaña
Gitanito aserejé
La del mono azul cobalto
Y el caballo verde
Guardia de asalto
Que ladra pero muerde

Chusco y legaá
De todas o ninguno
Tricolor bandera blanca
Millán Astray, Unamuno
Cervantina cojitranca
De áspero pasado
¿Quién me ha robado
El siglo veintiuno?

Máter España..."
134,Joaquín Sabina,Mentiras piadosas,Medias negras,
135,Joaquín Sabina,Vinagre y rosas,Menos dos alas,"González era un ángel menos dos alas
Gonzalez era un santo por lo civil
Un dandy con un ojo a la funerala
Tan rojo, tan castizo y tan zascandil

Hilaba en los garitos de mala nota
Boleros de Machín con Juanín de Mieres
Apurando esos whiskys en los que flotan
La luna de las golfas y los crupieres

Cuando volvía del extranjero
Tan forastero
A las dos no era de día
A las seis ya era de noche
Pídame un coche
Fumando espero
Y le aplaudían los camareros

Otoños y otras luces, pan con verbenas
Su príncipe de Gales, tan Cortefiel
Tratado de urbanismo, Juan de Mairena
Chicana, magdalena, tinta y papel

Verde por la vergüenza que no tenía
Hasta ayudó a Caronte a quemar sus naves
Decía que morirse no era tan grave
Y agonizó en voz baja por cortesía

Cuando volvía del extranjero
Tan forastero
A las dos no era de día
A las seis ya era de noche
Pídame un coche
Fumando espero
Y le aplaudían los camareros"
136,Joaquín Sabina,Mentiras piadosas,Mentiras piadosas,"Cuando le dije que la pasión por definición no puede durar
Como iba yo a saber que ella se iba a echar a llorar
No seas absurdo, me regañó, esa explicación nadie te la pidió
Así que guardatela, me pone enferma tanta sinceridad

Y así fue como aprendí que en historias de dos conviene a veces mentir
Que ciertos engaños son narcóticos contra el mal de amor

Yo le quería decir que el azar se parece al deseo
Que un beso es sólo un asalto y la cama es un ring de boxeo
Que las caricias que mojan la piel y la sangre amotinan
Se marchitan cuando las toca la sucia rutina

Yo le quería decir la verdad por amarga que fuera
Contarle que el universo era más ancho que sus caderas
Le dibujaba un mundo real no una color de rosa
Pero ella prefería escuchar mentiras piadosas

Y las caricias que mojan la piel y la sangre amotinan
Se marchitan cuando las toca la sucia rutina

Y cuando por la quinta cerveza le hablé de esa chica
Que me hizo perder la cabeza estalló
Vas a callarte de una vez por favor

Y así fue como aprendí que en historias de dos conviene a veces mentir
Que ciertos engaños son narcóticos contra el mal de amor"
137,Joaquín Sabina,Alivio de luto,Me pido primer,
138,Joaquín Sabina,Diario de un peatón,Me plantó la princesita azul,
139,Joaquín Sabina,Malas compañías,Mi amigo Satán,
140,Joaquín Sabina,,Mi amigo satn - 2118427,"Las doce marcaba el reloj de la sala
Rendido de sueño la luz apague
Cuando oi una fuerte voz que me llamaba
Y aparecioseme Lucifer
""No tiembre de miedo -me advirtio-, que es falso
Lo que te han contado los curas de mi""
""Conozco tus trucos -le dije al diablo-
Buscate otro fausto y dejame dormir""
""El cielo que sueñas -contesto enfadado-
Es un club privado de gente normal
Yo vengo a llevarte de viaje conmigo
Al pais del que nadie ha vuelto jamas""
Hizo un gesto con su mano
Y en el espacio me encontre
Volando con alas de espuma
Mirando la tierra a mis pies
Enjambres de estrellas cruzamos veloces
Mientras en mi oido sonaba su voz:
""Hace muchos siglos -me dijo-, en el cielo
Hubo una sangrienta revolucion
Un grupo de angeles nos levantamos
Contra el poder absoluto de Dios
Como todo vencido conoci el exilio
La calumnia, el odio y la humillacion
Pero te aseguro que, de haber ganado
Ni muerte, ni infierno, ni cinco, ni dos
Ni tuyo, ni mio, ni odio, ni trabajo
Habrian existido,ni diablo ni Dios""
""Dejame vivir contigo
Demonio amigo -suplique-
No me hagas volver a la vida
Perdida ya mi antigua fe""
Escuchose entonces un barbaro trueno
Y en mi cama sudando debi despertar
Mi amigo el diablo se esfumo gritando
""cuenta lo que sabes a la humanidad""
Desde entonces robo, bebo, mato, arrastro
Una miserable vida criminal
Pues se que la muerte me esperando
En el dulce infierno de mi amigo Satan
Si, esto que les cuento es una historia cierta
Ustedes si quieren me creen o no
Pero no le cierre la puerta al diablo
Si llama una noche a su habitacion"
141,Joaquín Sabina,La mandrágora,Mi Ovejita Lucera,
142,Joaquín Sabina,"Yo, mí, me, contigo",Mi primo El Nano,"Tengo yo un primo que es todo un maestro
De lo mio, de lo tuyo, de lo nuestro;
Un lujo para el alma y el oido
Un modo de vengarse del olvido
Boca que mira
Vacino de Estambul, rey de Algeciras
Viene del Poble Sec ese atorrante
Universal, charnego y trashumante
Que saca, cuando menos te lo esperas
Palomas de la paz de su chistera
Y, cuando canta
Le tiembla el corazón en la garganta
Harto ya de estar harto de las fronteras
Va pidiendo escaleras para subir
De tu falda a tu blusa, toca madera:
Tendría que estar prohibido un fulano así
Detrás esta la gente que necesita
Su música bendita más que comer
Y el siglo que deshoja su margarita
Yo, de joven, quisiera ser como él
Tengo yo un primo que es primo de todos
Cada cual a su forma y a su modo;
Loco hidalgo con yelmo de Mambrino
Que no teme a gigantes ni a molinos
Y cuando gana
El Barça cree que hay Dios y es azulgrana
Qué poca seriedad, qué mal ejemplo
Para los mercaderes de los templos
Ese alquimista de las emociones
Que cura las heridas con canciones
Mi primo el Nano
Que no me toca nada y es mi hermano
Harto ya de estar harto de las fronteras
Va pidiendo escaleras para subir
De tu falda a tu blusa, toca madera:
Tendría que esta prohibido un fulano así
Detrás esta la gente que necesita
Su música bendita más que comer
Y el siglo que deshoja su margarita
Yo, de joven, quisiera ser como es
Mi primo Joan Manuel"
143,Joaquín Sabina,Inventario,Mi Vecino de Arriba,"[Letra de ""Mi Vecino de Arriba""]

Mi vecino de arriba
Don fulano de tal
Es un señor muy calvo
Muy serio y muy formal
Que va a misa el domingo
Y fiestas de guardar
Que es una unidad de destino
En lo universal
Que busca en esta vida
Respetabilidad
Que predica a sus hijos
Responsabilidad
Llama libertinaje
A la libertad
Ha conseguido todo
Menos felicidad

Mi vecino de arriba
Hizo la guerra y no
Va a consentir que opine
A quien no la ganó
Mi vecino es un recto
Caballero español
Que siempre habla ex cátedra
Y siempre sin razón
Mi vecino de arriba
Es el lobo feroz
Que va el domingo al fútbol
Y ve televisión
Que engorda veinte kilos
Si le llaman señor
Que pinta en las paredes:
""rojos al paredón""

Al vecino de arriba
Le revienta que yo
Deje crecer mi barba
Y cante mi canción
Mi vecino de arriba
Es más hombre que yo
Dice que soy un golfo
Y que soy maricón
Mi vecino de arriba
Se lo pasa fatal
Y que yo me divierta
No puede soportar
Cuando me mira siente
Ganas de vomitar;
Si yo fuera su hijo
Me pondría a cavar

Mi vecino de arriba
En la barra del bar
Cuando se habla de sexo
Dice que es Superman
Es una pena que su mujer
No opine igual
De sexo, las mujeres
No debían de opinar
Mi vecino de arriba
Un día me pescó
Magreando a su hija
Dentro del ascensor
Del trabajo volvía
Cuando reconocía
La voz que me decía:
""quítate el pantalón""

Aún estoy corriendo
No quiero ni pensar
Lo que habría sucedido
Si me llega a alcanzar
Como hay niños delante
No les puedo contar
Lo que con su cuchillo
Me quería cortar
Me he cambiado de casa
De nacionalidad
Pero, a pesar de todo
Todo ha seguido igual;
Los vecinos de arriba
Inundan la ciudad
Si tu vives abajo
No te dejan en paz.."
144,Joaquín Sabina,"Hotel, dulce hotel",Mónica,
145,Joaquín Sabina,,Motivos De Un Sentimiento (Version Rock & Roll),
146,Joaquín Sabina,Esta boca es mía,Mujeres Fatal,
147,Joaquín Sabina,El hombre del traje gris,Nacidos para perder,
148,Joaquín Sabina,Ruleta rusa,Negra noche,
149,Joaquín Sabina,,Noche de boda / ... y nos dieron las diez,
150,Joaquín Sabina,19 días y 500 noches,Noches de boda,
151,Joaquín Sabina,,Noches de boda / Y nos dieron las diez,
152,Joaquín Sabina,500 Noches para una Crisis (En Directo),Noches de Boda / Y Nos Dieron las Diez (Directo),
153,Joaquín Sabina,,No hago otra cosa que pensar en ti,"No hago otra cosa que pensar en ti...

Por halagarte y para que se sepa

Tomé papel y lápiz, y esparcí

Las prendas de tu amor sobre la mesa

Buscaba una canción y me perdí

En un montón de palabras gastadas

No hago otra cosa que pensar en ti

Y no se me ocurre nada

Enciendo un cigarrillo, y otro más...

Un día de ésos he de plantearme

Muy seriamente dejar de fumar

Con esa tos que me entra al levantarme...

Busqué, mirando al cielo, inspiración

Y me quedé «colgao» en las alturas

Por cierto, al techo no le iría nada mal

Una mano de pintura

Miré por la ventana y me fugué

Con una niña que iba en bicicleta

Me distrajo un vecino que también

No hacía más que rascarse la cabeza

No hago otra cosa que pensar en ti...

Nada me gusta más que hacer canciones

Pero hoy las musas han «pasao» de mí

Andarán de vacaciones..."
154,Joaquín Sabina,Vinagre y rosas,Nombres Impropios,
155,Joaquín Sabina,Dímelo en la calle,No Permita la Virgen,
156,Joaquín Sabina,,No puedo enamorarme de ti,"Escucha una cosa
Que te voy a decir
Aunque te duela el alma
Como me duele a mi
Podría engañarte
Si se me diera mentir
El caso es que
No puedo enamorarme de ti
No, no puedo enamorarme de ti
Nadie te roba nada
Nadie ocupa el lugar
De nadie son los besos
Del los labios del mar
De nadie es el camino
Que no mira hacia atrás
Donde se desangran
Las estatuas de sal
No no puedo enamorarme de ti
No no puedo enamorarme de ti
No no puedo enamorarme de ti
No no puedo enamorarme de ti
Si quieres quererme
Voy a dejarme querer
Si quieres odiarme
No me tengas piedad
Pero hay una cosa
Que no vas a lograr
Y es hacer negocios
Con la necesidad
No, no no puedo enamorarme de ti
No no puedo enamorarme de ti
No no puedo enamorarme de ti
No no puedo enamorarme de ti"
157,Joaquín Sabina,"Yo, mí, me, contigo","No Sopor..., No Sopor...",
158,Joaquín Sabina,19 días y 500 noches,Nos Sobran los Motivos,"(Introducción)
Este adiós, no maquilla un ""hasta luego""
Este nunca, no esconde un ""ojalá""
Estas cenizas, no juegan con fuego
Este ciego, no mira para atrás

Este notario firma lo que escribo
Esta letra no la protestaré
Ahórrate el acuse de recibo
Estas vísperas, son las de después

A este ruido, tan huérfano de padre
No voy a permitirle que taladre
Un corazón, podrido de latir
Este pez ya no muere por tu boca
Este loco se va con otra loca
Estos ojos no lloran más por ti

Esta sala de espera sin esperanza
Estas pilas de un timbre que se secó
Este helado de fresa de la venganza
Esta empresa de mudanzas
Con los muebles del amor

Esta campana muda en el campanario
Esta mitad partida por la mitad
Estos besos de Judas, este calvario
Este look de presidiario
Esta cura de humildad

Este cambio de acera de tus caderas
Estas ganas de nada, menos de ti
Este arrabal sin grillos en primavera
Ni espaldas con cremallera
Ni anillos de presumir

Esta casita de muñecas de alterne
Este racimo de pétalos de sal
Este huracán sin ojo que lo gobierne
Este jueves, este viernes
Y el miércoles que vendrá

No abuses de mi inspiración
No acuses a mi corazón
Tan maltrecho y ajado
Que está cerrado por derribo
Por las arrugas de mi voz
Se filtra la desolación
De saber que estos son
Los últimos versos que te escribo
Para decir ""condios"" a los dos
Nos sobran los motivos

Este museo de arcángeles disecados
Este perro andaluz sin domesticar
Este trono de príncipe destronado
Esta espina de pescado
Esta ruina de Don Juan

Esta lágrima de hombre de las cavernas
Esta horma del zapato de barbazul
Que poco rato dura la vida eterna
Por el túnel de tus piernas
Entre Córdoba y Maipú

Esta guitarra cínica y dolorida
Con su terco knock knockin' on heaven's door
Estos labios que saben a despedida
A vinagre en las heridas
A pañuelo de estación

Este Land Rover aparcado en tu puerta
La rueca de Penélope en el Luna Park
Estos dedos que sueñan que te desnudan
Esta caracola viuda
Sin la pianola del mar"
159,Joaquín Sabina,Lo Niego Todo,No Tan Deprisa,"[Letra de ""No tan deprisa""]

Un coyote en el porche
Una mecedora
Un cuello de botella
Unas horas tan muertas que no son horas
La comanche de anoche que ya se va

Un tren con mexicanos y cuatro notas
Me están poniendo cuerpo de JJ…

Vendo una rima
Cámbiame el clima
Borra mi jeta de la receta del ganador
No tan deprisa
Llámame brisa
Cose mi estrella
En la bandera de un desertor

Un viaje al extranjero de andar por casa
Un garaje sin vistas a Nueva York
Un cuentista que cuenta lo que nos pasa
Una cantina abierta por defunción

Ser feliz con dos latas en la nevera
Y un gramo de esperanza en lista de espera…

Vendo una rima
Cámbiame el clima
Borra mi jeta de la receta del ganador
No tan deprisa
Cose mi estrella
En la bandera de un desertor

Mirar en dos espejos fue un espejismo
Es no cerrarse puertas por dónde huir
Ser uno más a la hora de ser tu mismo
Uno que sólo apuesta si es porque sí

Que nadie pueda ser tu copropietario
Quererte bajo arresto domiciliario…

Vendo una rima
Cámbiame el clima
Borra mi jeta de la receta del ganador
No tan deprisa
Cose mi estrella
En la bandera de un desertor"
160,Joaquín Sabina,,No Tienes Corazón,"Si quieres
Te cuento los cuentos
Que tu me contabas

Si quieres
Te escribo una lista
Con nombres y camas

Si quieres
Me sigo creyendo
Que fuiste una santa
No tienes perdón

Como tienes la poca vergüenza
De entrar en mi casa
Como tienes valor de llamar por las noches
A ver que me pasa
Como tienes la lengua tan larga
Y la risa tan falsa
No tienes corazón

Y mírame a la cara
Atrévete a negarme
Que conoces tantas camas
Como historias que contarme

Mejor no des detalles
Prefiero que te calles
Que me evites que te halague
Con piropos y verdades

Tuviste muy poco respeto
Y poco cuidado
Hiciste que fuera el payaso
En tu circo privado
Dejaste un imbécil muy grande
En mi frente pintado
No tienes perdón

Ahora entiendo el afán por viajar
Con tu hermana a la Habana
O las cenas aquella con tus compañeras
Una vez por semana
Y los viejos amigos y algún que otro primo
Que ya peinan canas
No tienes corazón

Y mírame a la cara
Atrévete a negarme
Que conoces tantas camas
Como historias que contarme

Mejor no des detalles
Prefiero que te calles
Que me evites que te halague
Con piropos y verdades

Y Me debes año y medio
Mucha sangre tu me debes
Y tu culpa es mi remedio
¡Sean benditos tus deberes!

Y mírame a la cara
Atrévete a negarme
Que conoces tantas camas
Como historias que contarme

Mejor no des detalles
Prefiero que te calles
Que me evites que te halague
Con piropos y verdades"
161,Joaquín Sabina,Alivio de luto,Nube negra,
162,Joaquín Sabina,Alivio de luto,Números rojos,"Dos pilotos se enfrentan al volante
En el rally a Dakar de la M30
El segundo no cumple los cincuenta
Y el que va por delante
Del Sargento Pimienta es un marciano
Que canta por los codos de su hermano

Ambos tienen sus celos y sus novias
Sus divorcios, sus ángeles caídos
Sus volcanes, sus duelos, ¿quién ha sido?
Sus filias y sus fobias
Pero uno suda a muerte la camisa
Y el otro duda y nunca tiene prisa

Qué par de idiotas
Dos ascensores
Gata con botas
Males de amores

Vuelve el rebaño
Carne enlutada
Sobran peldaños
Vista cansada

Tuyo y ajeno
Besos impares
Pan con veneno
Luna sin bares

Héroes sin tumba
Cal en los ojos
Hambre con rumba
Números rojos

¿Quién dijo que hoy es múltiplo de antes
Y el ego un envidioso malcriado
Qúé maldición separa a los amantes
Que no se han olvidado
Quién podrá resolver la cuadratura
De esta regla de tres con calentura?

Falta una sota
Sobran dos reyes
Cuerpos de jota
Contra las leyes

Ratas de barco
Frena esa moto
Viudas de narco
Boda sin fotos

Seda con pana
Unña sin mano
Cada semana
Muere un verano

Traje de luces
Pata de cojo
Caras y cruces
Números rojos"
163,Joaquín Sabina,Ruleta rusa,Ocupen su localidad,
164,Joaquín Sabina,"Hotel, dulce hotel","Oiga, Doctor",
165,Joaquín Sabina,19 días y 500 noches,Ola de Frío (Inédito),
166,Joaquín Sabina,"Hotel, dulce hotel",Pacto entre caballeros,
167,Joaquín Sabina,Alivio de luto,Paisanaje,
168,Joaquín Sabina,Alivio de luto,Pájaros de Portugal,
169,Joaquín Sabina,Inventario,Palabras Como Cuerpos,
170,Joaquín Sabina,Vinagre y rosas,Parte meteorológico,"Se anuncia entre los dos tiempo inestable
Asoman a tus ojos las tormentas
Por la noche es probable
Que el viento sea variable
Que me quieras... y luego te arrepientas

La isobaras ven hielo en tus venas
Y en tu pañuelo un mar que se sofoca
Y auguran las antenas
Que harán falta cadenas
Para subir al puerto de tu boca

Besarte es desatar un huracán
Que suba en el termómetro el mercurio
Algunas nieves dan
Calor cuando se van
Fundiendo entre el desierto y el diluvio

A, E, I, O, U
A mi boda fueron todas menos tú
Do, Re, Mi, Fa, Sol, La, Si
Marejada ni contigo ni sin tí

Lo malo es que después la gota fría
Se instala entre mis huesos y los tuyos
Corrige mi alegría
La noche de aquel día
Que me condena al páramo y al trullo

Caerá un rayo en mi torre de Babel
Arrasarán las plagas y la hambruna
Vendrán lunas de hiel
A devastar mi piel
Si el desamor no encuentra su vacuna

A, E, I, O, U
A mi boda fueron todas menos tú
Do, Re, Mi, Fa, Sol, La, Si
Marejada ni contigo ni sin tí

A, E, I, O, U
A tu vera el dulce hogar era un iglú
Do, Re, Mi, Fa, Sol, La, Si
Marejada ni conti...
Marejada ni conmi...
Marejada ni contigo ni sin tí"
